company,field,category,ye2024,ye2025_company,ye2025_auditor,production_2025,diff_pct,yoy_pct,rrr_company,rli_company,rrr_auditor,rli_auditor,iforest_flag,anomaly_score,rule_flag,is_anomaly
Company_A,Field_A1,1P,314.1,317.74,295.79,19.46,0.07420805301058178,0.01158866602992673,1.1870503597122295,16.327852004110998,0.05909558067831441,15.199897225077082,False,0.47341314987746436,False,False
Company_A,Field_A1,2P,495.95,501.69,488.57,19.46,0.026853879689706706,0.011573747353563885,1.2949640287769788,25.780575539568343,0.6207605344295994,25.106372045220965,False,0.4506596875617847,False,False
Company_A,Field_A1,3P,583.13,589.89,566.59,19.46,0.041123210787341734,0.011592612281995422,1.34737923946557,30.31294964028777,0.15005138746146132,29.115621788283658,False,0.4671976330013913,False,False
Company_A,Field_A2,1P,68.68,67.81,68.07,4.29,-0.0038195974731892305,-0.012667443214909792,0.7972027972027962,15.806526806526806,0.8578088578088546,15.867132867132865,False,0.4049118248116897,False,False
Company_A,Field_A2,2P,114.75,113.29,111.48,4.29,0.016236096160746342,-0.012723311546840903,0.6596736596736611,26.407925407925408,0.2377622377622387,25.986013986013987,False,0.3808009183212442,False,False
Company_A,Field_A2,3P,150.16,148.25,139.98,4.29,0.059079868552650454,-0.012719765583377708,0.5547785547785555,34.557109557109555,-1.3729603729603745,32.62937062937063,False,0.4057958713751226,False,False
Company_A,Field_A3,1P,230.74,232.36,136.8,9.97,0.6985380116959063,0.007020889312646288,1.162487462387162,23.30591775325978,-8.422266800401204,13.721163490471415,True,0.628789855174593,True,True
Company_A,Field_A3,2P,358.27,360.77,363.18,9.97,-0.006635827964095008,0.006977977503000531,1.2507522567703109,36.18555667001002,1.4924774322968932,36.427281845536605,False,0.4549208155048774,False,False
Company_A,Field_A3,3P,520.29,523.93,505.79,9.97,0.035864686925403684,0.0069960983297775985,1.3650952858575713,52.55065195586759,-0.4543630892677976,50.73119358074223,False,0.45495706735452873,False,False
Company_A,Field_A4,1P,315.79,313.8,308.44,15.7,0.01737777201400601,-0.0063016561639064215,0.8732484076433115,19.987261146496817,0.5318471337579603,19.645859872611467,False,0.37560315661523586,False,False
Company_A,Field_A4,2P,416.05,413.43,427.59,15.7,-0.03311583526275163,-0.0062973200336498125,0.83312101910828,26.333121019108283,1.7350318471337556,27.235031847133758,False,0.4651733040560902,False,False
Company_A,Field_A4,3P,597.65,593.88,568.83,15.7,0.04403776172142811,-0.006308039822638638,0.7598726114649693,37.826751592356686,-0.8356687898089132,36.23121019108281,False,0.3821870479425662,False,False
Company_A,Field_A5,1P,143.81,142.77,134.89,8.42,0.05841797019793924,-0.007231764133231291,0.8764845605700722,16.956057007125892,-0.059382422802852254,16.020190023752967,False,0.3861635314963916,False,False
Company_A,Field_A5,2P,197.86,196.42,185.67,8.42,0.05789842193138364,-0.007277873243707804,0.8289786223277879,23.327790973871732,-0.4477434679334948,22.05106888361045,False,0.38326149810315085,False,False
Company_A,Field_A5,3P,270.08,268.11,265.3,8.42,0.010591782887297407,-0.007294135071089938,0.7660332541567731,31.84204275534442,0.4323040380047538,31.5083135391924,False,0.3794939601045612,False,False
Company_B,Field_B1,1P,186.12,187.03,182.72,15.19,0.02358800350262698,0.004889318719105935,1.0599078341013821,12.312705727452272,0.7761685319289002,12.02896642527979,False,0.41040621479776396,False,False
Company_B,Field_B1,2P,265.21,266.51,259.45,15.19,0.027211408749277327,0.004901775951133108,1.0855826201448329,17.545095457537855,0.6208031599736674,17.08031599736669,False,0.4082154436051086,False,False
Company_B,Field_B1,3P,427.95,430.05,419.97,15.19,0.024001714408171972,0.0049071153172100075,1.1382488479262687,28.311389071757738,0.4746543778801869,27.647794601711656,False,0.41032547441006156,False,False
Company_B,Field_B2,1P,279.35,274.88,271.84,13.13,0.011183048852266115,-0.016001431895471728,0.6595582635186575,20.935262757044935,0.4280274181264244,20.7037319116527,False,0.38431033400563447,False,False
Company_B,Field_B2,2P,363.98,519.33,331.76,13.13,0.5653785869303113,0.4268091653387549,12.831683168316832,39.55293221629855,-1.4539223153084557,25.267326732673265,True,0.8100515012237615,True,True
Company_B,Field_B2,3P,634.72,624.58,599.85,13.13,0.0412269734100192,-0.015975548273254325,0.2277227722772288,47.568926123381566,-1.6557501904036558,45.68545316070068,False,0.4209631300363546,False,False
Company_B,Field_B3,1P,194.39,189.22,189.04,13.3,0.000952179432924285,-0.0265960183136992,0.6112781954887228,14.227067669172932,0.5977443609022561,14.213533834586466,False,0.43626325679512246,False,False
Company_B,Field_B3,2P,261.61,254.66,234.16,13.3,0.08754697642637513,-0.026566262757539913,0.4774436090225551,19.14736842105263,-1.0639097744360915,17.606015037593984,False,0.483280862989758,False,False
Company_B,Field_B3,3P,427.86,416.49,399.81,13.3,0.04171981691303371,-0.02657411302762587,0.14511278195488692,31.31503759398496,-1.1090225563909781,30.060902255639096,False,0.4457384978754458,False,False
Company_B,Field_B4,1P,261.19,260.26,248.84,17.68,0.04589294325671109,-0.003560626363949641,0.9473981900452485,14.720588235294118,0.30147058823529443,14.074660633484163,False,0.39612021709866024,False,False
Company_B,Field_B4,2P,371.31,369.98,368.41,17.68,0.0042615564181210965,-0.00358191268751174,0.9247737556561095,20.926470588235297,0.8359728506787343,20.83766968325792,False,0.4001560325906374,False,False
Company_B,Field_B4,3P,474.98,473.28,456.37,17.68,0.037053268181519314,-0.003579098067287139,0.9038461538461513,26.769230769230766,-0.05260180995475192,25.812782805429865,False,0.3832480776241244,False,False
Company_C,Field_C1,1P,344.29,336.22,333.1,17.8,0.009366556589612742,-0.023439542246362056,0.5466292134831464,18.88876404494382,0.3713483146067417,18.713483146067418,False,0.4052487177968536,False,False
Company_C,Field_C1,2P,486.33,474.93,454.6,17.8,0.04472063352397709,-0.023440873480969664,0.35955056179775413,26.681460674157304,-0.782584269662919,25.53932584269663,False,0.39396862980383324,False,False
Company_C,Field_C1,3P,680.38,664.43,647.66,17.8,0.02589321557607384,-0.023442781974778868,0.1039325842696604,37.327528089887636,-0.8382022471910127,36.385393258426966,False,0.4358855499226474,False,False
Company_C,Field_C2,1P,272.44,357.4,263.53,16.43,0.35620232990551365,0.3118484803993539,6.171028606208155,21.752891052951917,0.4576993304929991,16.03956177723676,True,0.7635906137330416,True,True
Company_C,Field_C2,2P,372.37,375.76,351.01,16.43,0.07051081165778753,0.009103848322904602,1.2063298843578811,22.870359099208763,-0.3000608642726728,21.36396835057821,False,0.4530803790884214,False,False
Company_C,Field_C2,3P,494.1,498.61,490.94,16.43,0.01562309039801201,0.009127706941914573,1.2744978697504559,30.34753499695679,0.8076688983566631,29.880706025562993,False,0.4344882152532503,False,False
Company_C,Field_C3,1P,81.28,79.28,76.67,5.29,0.03404199817399243,-0.024606299212598423,0.6219281663516069,14.986767485822307,0.1285444234404538,14.493383742911153,False,0.38517058153268935,False,False
Company_C,Field_C3,2P,128.31,125.15,119.81,5.29,0.04457057006927638,-0.02462785441508843,0.4026465028355394,23.657844990548206,-0.6068052930056711,22.648393194706994,False,0.3887089806026662,False,False
